,CountryName,CountryCode,Date,S1_School.closing,S1_IsGeneral,S2_Workplace.closing,S2_IsGeneral,S3_Cancel.public.events,S3_IsGeneral,S4_Close.public.transport,S4_IsGeneral,S5_Public.information.campaigns,S5_IsGeneral,S6_Restrictions.on.internal.movement,S6_IsGeneral,S7_International.travel.controls,S8_Fiscal.measures,S9_Monetary.measures,S10_Emergency.investment.in.health.care,S11_Investment.in.Vaccines,S12_Testing.framework,S13_Contact.tracing,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,sum
114,Brazil,BRA,20200108,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
115,Brazil,BRA,20200109,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
116,Brazil,BRA,20200110,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
117,Brazil,BRA,20200111,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
118,Brazil,BRA,20200112,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
119,Brazil,BRA,20200113,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
120,Brazil,BRA,20200114,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
121,Brazil,BRA,20200115,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
122,Brazil,BRA,20200116,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
123,Brazil,BRA,20200117,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
124,Brazil,BRA,20200118,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
125,Brazil,BRA,20200119,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
126,Brazil,BRA,20200120,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,0,0,0,0,0,0,4.5
127,Brazil,BRA,20200121,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
128,Brazil,BRA,20200122,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
129,Brazil,BRA,20200123,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
130,Brazil,BRA,20200124,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
131,Brazil,BRA,20200125,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
132,Brazil,BRA,20200126,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
133,Brazil,BRA,20200127,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
134,Brazil,BRA,20200128,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
135,Brazil,BRA,20200129,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
136,Brazil,BRA,20200130,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
137,Brazil,BRA,20200131,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
138,Brazil,BRA,20200201,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
139,Brazil,BRA,20200202,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
140,Brazil,BRA,20200203,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
141,Brazil,BRA,20200204,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
142,Brazil,BRA,20200205,0,,0,,0,,0,,0,,0,,0,0,4.5,0,0,1,0,0,0,0,0,5.5
143,Brazil,BRA,20200206,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
144,Brazil,BRA,20200207,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
145,Brazil,BRA,20200208,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
146,Brazil,BRA,20200209,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
147,Brazil,BRA,20200210,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
148,Brazil,BRA,20200211,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
149,Brazil,BRA,20200212,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
150,Brazil,BRA,20200213,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
151,Brazil,BRA,20200214,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
152,Brazil,BRA,20200215,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
153,Brazil,BRA,20200216,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
154,Brazil,BRA,20200217,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
155,Brazil,BRA,20200218,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
156,Brazil,BRA,20200219,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
157,Brazil,BRA,20200220,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
158,Brazil,BRA,20200221,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
159,Brazil,BRA,20200222,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
160,Brazil,BRA,20200223,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
161,Brazil,BRA,20200224,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
162,Brazil,BRA,20200225,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,0,0,0,0,5.25
163,Brazil,BRA,20200226,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,1,0,0,0,5.25
164,Brazil,BRA,20200227,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,1,0,0,0,5.25
165,Brazil,BRA,20200228,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,1,0,0,0,5.25
166,Brazil,BRA,20200229,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,1,0,0,0,5.25
167,Brazil,BRA,20200301,0,,0,,0,,0,,0,,0,,0,0,4.25,0,0,1,0,2,0,0,0,5.25
168,Brazil,BRA,20200302,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,2,0,14.29,14.29,6.25
169,Brazil,BRA,20200303,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,,,14.29,14.29,6.25
170,Brazil,BRA,20200304,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,,,14.29,14.29,6.25
171,Brazil,BRA,20200305,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,3,0,14.29,14.29,6.25
172,Brazil,BRA,20200306,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,8,0,14.29,14.29,6.25
173,Brazil,BRA,20200307,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,13,0,14.29,14.29,6.25
174,Brazil,BRA,20200308,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,13,0,14.29,14.29,6.25
175,Brazil,BRA,20200309,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,25,0,14.29,14.29,6.25
176,Brazil,BRA,20200310,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,,,14.29,14.29,6.25
177,Brazil,BRA,20200311,0,,0,,0,,0,,1,1,0,,0,0,4.25,0,0,1,0,34,0,14.29,14.29,6.25
178,Brazil,BRA,20200312,2,0,0,,2,0,0,,1,1,0,,0,0,4.25,0,0,1,0,52,0,33.33,33.33,10.25
179,Brazil,BRA,20200313,2,0,1,0,2,0,0,,1,1,0,,2,0,4.25,0,0,1,0,77,0,47.62,47.62,13.25
180,Brazil,BRA,20200314,2,0,1,0,2,0,0,,1,1,0,,2,0,4.25,0,0,1,0,98,0,47.62,47.62,13.25
181,Brazil,BRA,20200315,2,0,1,0,2,0,0,,1,1,1,0,2,0,4.25,0,0,1,0,121,0,52.38,52.38,14.25
182,Brazil,BRA,20200316,2,0,1,0,2,0,0,,1,1,1,0,2,0,4.25,0,0,1,0,200,0,52.38,52.38,14.25
183,Brazil,BRA,20200317,2,0,2,0,2,0,0,,1,1,2,0,2,0,4.25,0,0,1,0,234,0,61.9,61.9,16.25
184,Brazil,BRA,20200318,2,0,2,0,2,0,0,,1,1,2,0,2,32243799400,4.25,878843714,0,1,0,291,1,61.9,61.9,33122643130
185,Brazil,BRA,20200319,2,0,2,0,2,0,1,0,1,1,2,0,3,1943482646,3.75,0,0,1,0,428,4,71.43,71.43,1943482664
186,Brazil,BRA,20200320,2,0,2,0,2,0,1,0,1,1,2,0,3,0,3.75,0,0,1,0,621,6,71.43,71.43,17.75
187,Brazil,BRA,20200321,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,904,11,76.19,76.19,18.75
188,Brazil,BRA,20200322,2,0,2,0,2,0,2,0,1,1,2,0,3,10862120914,3.75,0,0,1,0,1128,18,76.19,76.19,10862120933
189,Brazil,BRA,20200323,2,0,2,0,2,0,2,0,1,1,2,0,3,15641501267,3.75,1560249503,0,1,0,1546,25,76.19,76.19,17201750789
190,Brazil,BRA,20200324,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,1891,34,76.19,76.19,18.75
191,Brazil,BRA,20200325,2,0,2,0,2,0,2,0,1,1,2,0,3,672417811,3.75,0,0,1,0,2201,46,76.19,76.19,672417829.8
192,Brazil,BRA,20200326,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,2433,57,76.19,76.19,18.75
193,Brazil,BRA,20200327,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,2915,77,76.19,76.19,18.75
194,Brazil,BRA,20200328,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,3417,92,76.19,76.19,18.75
195,Brazil,BRA,20200329,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,3904,114,76.19,76.19,18.75
196,Brazil,BRA,20200330,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,4256,136,76.19,76.19,18.75
197,Brazil,BRA,20200331,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,187045000,0,1,0,4579,159,76.19,76.19,187045018.8
198,Brazil,BRA,20200401,2,0,2,0,2,0,2,0,1,1,2,0,3,1.17839E+11,3.75,0,0,1,0,5717,201,76.19,76.19,1.17839E+11
199,Brazil,BRA,20200402,2,0,2,0,2,0,2,0,1,1,2,0,3,125175000,3.75,9500000,0,1,0,6836,241,76.19,76.19,134675018.8
200,Brazil,BRA,20200403,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,1758230000,0,1,0,7910,299,76.19,76.19,1758230019
201,Brazil,BRA,20200404,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,9056,359,76.19,76.19,18.75
202,Brazil,BRA,20200405,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,10278,432,76.19,76.19,18.75
203,Brazil,BRA,20200406,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,11130,486,76.19,76.19,18.75
204,Brazil,BRA,20200407,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,12056,553,76.19,76.19,18.75
205,Brazil,BRA,20200408,2,0,2,0,2,0,2,0,1,1,2,0,3,783527,3.75,63171900,0,1,0,13717,667,76.19,76.19,63955445.75
206,Brazil,BRA,20200409,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,1958820,0,1,0,15927,800,76.19,76.19,1958838.75
207,Brazil,BRA,20200410,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,783527000,0,1,0,17857,941,76.19,76.19,783527018.8
208,Brazil,BRA,20200411,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,2355300,0,1,0,19638,1056,76.19,76.19,2355318.75
209,Brazil,BRA,20200412,2,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,0,0,1,0,20727,1124,76.19,76.19,18.75
210,Brazil,BRA,20200413,,0,2,0,2,0,2,0,1,1,2,0,3,0,3.75,50157800,0,1,0,22169,1223,,76.19,50157816.75
